                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                0.00738,                0.99864,                      1,                 1.1666,             0.00028988,             0.00028988,             0.00028988
                     62,                 0.0161,                      1,                      1,                 1.1659,             0.00028282,             0.00028282,             0.00028282
                     63,                  0.009,                0.99728,                      1,                 1.1669,             0.00027575,             0.00027575,             0.00027575
                     64,                0.00856,                      1,                      1,                 1.1662,             0.00026868,             0.00026868,             0.00026868
                     65,                0.01196,                0.99728,                      1,                 1.1682,             0.00026161,             0.00026161,             0.00026161
                     66,                0.00636,                      1,                      1,                 1.1661,             0.00025454,             0.00025454,             0.00025454
                     67,                0.00596,                0.99864,                      1,                 1.1659,             0.00024747,             0.00024747,             0.00024747
                     68,                0.00587,                      1,                      1,                 1.1657,              0.0002404,              0.0002404,              0.0002404
                     69,                0.00507,                      1,                      1,                 1.1652,             0.00023334,             0.00023334,             0.00023334
                     70,                0.00387,                      1,                      1,                 1.1657,             0.00022627,             0.00022627,             0.00022627
                     71,                0.00485,                      1,                      1,                 1.1652,              0.0002192,              0.0002192,              0.0002192
                     72,                  0.012,                      1,                      1,                 1.1654,             0.00021213,             0.00021213,             0.00021213
                     73,                0.00809,                      1,                      1,                 1.1657,             0.00020506,             0.00020506,             0.00020506
                     74,                0.00751,                      1,                      1,                 1.1655,             0.00019799,             0.00019799,             0.00019799
                     75,                 0.0099,                      1,                      1,                 1.1654,             0.00019092,             0.00019092,             0.00019092
                     76,                0.00679,                      1,                      1,                 1.1659,             0.00018385,             0.00018385,             0.00018385
                     77,                0.00487,                0.99728,                      1,                 1.1664,             0.00017679,             0.00017679,             0.00017679
                     78,                0.00693,                      1,                      1,                 1.1653,             0.00016972,             0.00016972,             0.00016972
                     79,                0.00304,                      1,                      1,                 1.1653,             0.00016265,             0.00016265,             0.00016265
                     80,                0.01028,                0.99864,                      1,                 1.1666,             0.00015558,             0.00015558,             0.00015558
                     81,                0.00531,                0.99864,                      1,                 1.1666,             0.00014851,             0.00014851,             0.00014851
                     82,                0.00428,                0.99864,                      1,                 1.1663,             0.00014144,             0.00014144,             0.00014144
                     83,                0.00651,                0.99864,                      1,                 1.1661,             0.00013437,             0.00013437,             0.00013437
                     84,                0.00338,                0.99864,                      1,                 1.1665,             0.00012731,             0.00012731,             0.00012731
                     85,                0.00492,                0.99864,                      1,                  1.166,             0.00012024,             0.00012024,             0.00012024
                     86,                0.01062,                0.99864,                      1,                  1.166,             0.00011317,             0.00011317,             0.00011317
                     87,                0.00414,                0.99864,                      1,                 1.1659,              0.0001061,              0.0001061,              0.0001061
                     88,                0.00703,                      1,                      1,                 1.1653,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.00527,                      1,                      1,                 1.1651,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.00537,                      1,                      1,                 1.1652,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                 0.0031,                      1,                      1,                 1.1657,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.00596,                0.99864,                      1,                 1.1658,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                 0.0049,                      1,                      1,                 1.1656,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.00453,                0.99864,                      1,                 1.1657,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.00463,                0.99864,                      1,                 1.1659,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                 0.0049,                0.99864,                      1,                 1.1659,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.00456,                0.99864,                      1,                 1.1661,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.00625,                0.99864,                      1,                  1.166,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                 0.0047,                0.99864,                      1,                 1.1659,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.00276,                0.99864,                      1,                 1.1659,             1.4209e-05,             1.4209e-05,             1.4209e-05
