                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7799,                0.26471,                0.78431,                 1.9278,             0.00016422,             0.00016422,             0.00016422
                      2,                 1.1655,                0.41176,                0.83333,                 1.8376,             0.00033226,             0.00033226,             0.00033226
                      3,                0.53959,                 0.4902,                0.86275,                 1.7288,              0.0004969,              0.0004969,              0.0004969
                      4,                0.26359,                0.52941,                0.90196,                 1.6229,             0.00065815,             0.00065815,             0.00065815
                      5,                0.18851,                0.57843,                0.93137,                 1.6478,             0.00068573,             0.00068573,             0.00068573
                      6,                0.14707,                0.58824,                0.90196,                 1.6299,             0.00067866,             0.00067866,             0.00067866
                      7,                0.08393,                0.57843,                0.93137,                 1.6275,             0.00067159,             0.00067159,             0.00067159
                      8,                0.11879,                0.60784,                0.92157,                 1.6278,             0.00066452,             0.00066452,             0.00066452
                      9,                0.06807,                0.61765,                0.89216,                 1.5231,             0.00065745,             0.00065745,             0.00065745
                     10,                0.13777,                0.56863,                0.89216,                 1.5132,             0.00065038,             0.00065038,             0.00065038
                     11,                0.11792,                0.58824,                0.90196,                 1.5447,             0.00064331,             0.00064331,             0.00064331
                     12,                0.15024,                0.59804,                0.91176,                 1.5288,             0.00063625,             0.00063625,             0.00063625
                     13,                0.12789,                0.61765,                0.93137,                 1.5703,             0.00062918,             0.00062918,             0.00062918
                     14,                0.07038,                0.62745,                0.93137,                 1.5035,             0.00062211,             0.00062211,             0.00062211
                     15,                0.09656,                0.66667,                0.94118,                 1.5421,             0.00061504,             0.00061504,             0.00061504
                     16,                0.05204,                0.66667,                0.94118,                 1.5428,             0.00060797,             0.00060797,             0.00060797
                     17,                0.07932,                0.66667,                0.90196,                 1.5063,              0.0006009,              0.0006009,              0.0006009
                     18,                0.05068,                0.66667,                0.90196,                 1.4744,             0.00059383,             0.00059383,             0.00059383
                     19,                0.15779,                0.67647,                0.92157,                 1.4688,             0.00058677,             0.00058677,             0.00058677
                     20,                0.12009,                0.63725,                0.92157,                 1.5089,              0.0005797,              0.0005797,              0.0005797
                     21,                0.09662,                0.63725,                0.93137,                 1.5846,             0.00057263,             0.00057263,             0.00057263
                     22,                0.07744,                0.65686,                0.94118,                 1.5302,             0.00056556,             0.00056556,             0.00056556
                     23,                0.12177,                0.62745,                0.93137,                 1.5012,             0.00055849,             0.00055849,             0.00055849
                     24,                0.08887,                0.63725,                0.93137,                 1.5413,             0.00055142,             0.00055142,             0.00055142
                     25,                 0.0463,                0.60784,                0.92157,                 1.5677,             0.00054435,             0.00054435,             0.00054435
                     26,                0.07465,                0.61765,                0.92157,                 1.5078,             0.00053728,             0.00053728,             0.00053728
                     27,                0.09725,                0.63725,                0.92157,                 1.4989,             0.00053022,             0.00053022,             0.00053022
                     28,                 0.1327,                0.62745,                0.92157,                 1.5112,             0.00052315,             0.00052315,             0.00052315
                     29,                0.05558,                0.63725,                0.93137,                 1.5885,             0.00051608,             0.00051608,             0.00051608
                     30,                0.04432,                0.62745,                0.92157,                 1.5909,             0.00050901,             0.00050901,             0.00050901
                     31,                0.09506,                0.63725,                0.92157,                 1.5749,             0.00050194,             0.00050194,             0.00050194
                     32,                0.04974,                0.58824,                0.92157,                 1.5664,             0.00049487,             0.00049487,             0.00049487
                     33,                0.07529,                0.61765,                0.93137,                 1.5736,              0.0004878,              0.0004878,              0.0004878
